MCS_1;MCS_2;MCS_3;MCS_4;MCS_5;MCS_6;MCS_7;MCS_8;MCS_9;MCS_10;MCS_11
0.305813675;0.205212829;0.124611984;0.064011139;0.023410293;0.002809448;0.002208603;0.021607757;0.061006912;0.120406067;0.199805221
2.02284475;1.748391257;1.493937763;1.259484269;1.045030776;0.850577282;0.676123789;0.521670295;0.387216802;0.272763308;0.178309814
6.502931904;6.002914967;5.52289803;5.062881092;4.622864155;4.202847218;3.802830281;3.422813344;3.062796407;2.72277947;2.402762533
8.04E-05;0.008286673;0.036492906;0.08469914;0.152905373;0.241111606;0.349317839;0.477524072;0.625730306;0.793936539;0.982142772
3.273092021;3.644925796;4.036759571;4.448593346;4.880427121;5.332260896;5.804094671;6.295928446;6.807762222;7.339595997;7.891429772
2.267248504;1.976100799;1.704953094;1.453805389;1.222657684;1.01150998;0.820362275;0.64921457;0.498066865;0.36691916;0.255771455
0.043764959;0.095605112;0.167445264;0.259285417;0.371125569;0.502965722;0.654805874;0.826646027;1.018486179;1.230326332;1.462166484
0.03534724;0.082948963;0.150550686;0.23815241;0.345754133;0.473355856;0.62095758;0.788559303;0.976161026;1.18376275;1.411364473
2.327368004;2.03225373;1.757139456;1.502025182;1.266910908;1.051796634;0.85668236;0.681568086;0.526453813;0.391339539;0.276225265
0.046322658;0.01327726;0.000231861;0.007186463;0.034141064;0.081095666;0.148050267;0.235004868;0.34195947;0.468914071;0.615868673
0.519434021;0.673577563;0.847721106;1.041864648;1.256008191;1.490151733;1.744295275;2.018438818;2.31258236;2.626725903;2.960869445
0.464174432;0.337913736;0.23165304;0.145392344;0.079131648;0.032870952;0.006610256;0.00034956;0.014088864;0.047828168;0.101567472
0.130399448;0.068177721;0.025955993;0.003734266;0.001512538;0.019290811;0.057069083;0.114847356;0.192625628;0.290403901;0.408182173
0.255797412;0.164644575;0.093491737;0.0423389;0.011186063;3.32E-05;0.008880389;0.037727551;0.086574714;0.155421877;0.24426904
0.783721389;0.616665308;0.469609228;0.342553148;0.235497068;0.148440987;0.081384907;0.034328827;0.007272747;0.000216667;0.013160586
0.016728827;0.000860834;0.00499284;0.029124846;0.073256853;0.137388859;0.221520866;0.325652872;0.449784878;0.593916885;0.758048891
1.309597685;1.090722375;0.891847065;0.712971756;0.554096446;0.415221136;0.296345827;0.197470517;0.118595207;0.059719897;0.020844588
0.078127762;0.032225074;0.006322387;0.000419699;0.014517012;0.048614324;0.102711636;0.176808949;0.270906261;0.385003573;0.519100886
0.691861235;0.535504843;0.39914845;0.282792057;0.186435664;0.110079272;0.053722879;0.017366486;0.001010093;0.0046537;0.028297308
2.549894834;2.240527031;1.951159229;1.681791426;1.432423623;1.203055821;0.993688018;0.804320216;0.634952413;0.48558461;0.356216808
0.874564421;0.697528123;0.540491824;0.403455526;0.286419228;0.18938293;0.112346632;0.055310334;0.018274035;0.001237737;0.004201439
0.030299813;0.00548613;0.000672447;0.015858764;0.051045081;0.106231398;0.181417716;0.276604033;0.39179035;0.526976667;0.682162984
2.718566563;2.398805039;2.099043515;1.819281992;1.559520468;1.319758944;1.099997421;0.900235897;0.720474373;0.560712849;0.420951326
2.230553768;1.941852997;1.673152225;1.424451454;1.195750683;0.987049912;0.798349141;0.629648369;0.480947598;0.352246827;0.243546056
1.099136185;0.899456793;0.719777401;0.560098009;0.420418617;0.300739225;0.201059833;0.121380441;0.061701049;0.022021658;0.002342266
0.545724576;0.407978229;0.290231882;0.192485535;0.114739188;0.056992841;0.019246494;0.001500147;0.0037538;0.026007453;0.068261106
0.016359964;0.051941179;0.107522395;0.18310361;0.278684825;0.39426604;0.529847256;0.685428471;0.861009686;1.056590901;1.272172116
3.462027534;3.099897045;2.757766555;2.435636065;2.133505575;1.851375086;1.589244596;1.347114106;1.124983617;0.922853127;0.740722637
0.010051985;0.040103902;0.09015582;0.160207737;0.250259655;0.360311572;0.490363489;0.640415407;0.810467324;1.000519242;1.210571159
7.221758615;6.694292017;6.186825418;5.69935882;5.231892221;4.784425622;4.356959024;3.949492425;3.562025827;3.194559228;2.847092629
4.131505958;3.734983832;3.358461707;3.001939582;2.665417457;2.348895331;2.052373206;1.775851081;1.519328956;1.282806831;1.066284705
0.0698543;0.026994372;0.004134444;0.001274516;0.018414587;0.055554659;0.112694731;0.189834803;0.286974875;0.404114947;0.541255018
0.277118964;0.392403144;0.527687324;0.682971504;0.858255685;1.053539865;1.268824045;1.504108225;1.759392405;2.034676585;2.329960765
0.044270922;0.096352235;0.168433548;0.26051486;0.372596173;0.504677486;0.656758798;0.828840111;1.020921424;1.233002737;1.465084049
0.572872949;0.431496207;0.310119466;0.208742724;0.127365982;0.06598924;0.024612498;0.003235756;0.001859015;0.020482273;0.059105531
0.064165004;0.02350338;0.002841756;0.002180132;0.021518507;0.060856883;0.120195259;0.199533634;0.29887201;0.418210386;0.557548761
0.023243259;0.002751779;0.002260299;0.021768819;0.061277339;0.120785858;0.200294378;0.299802898;0.419311418;0.558819938;0.718328458
0.20395933;0.304283044;0.424606757;0.564930471;0.725254184;0.905577898;1.105901611;1.326225324;1.566549038;1.826872751;2.107196465
0.206999771;0.126005316;0.065010861;0.024016406;0.003021951;0.002027496;0.021033041;0.060038586;0.119044131;0.198049676;0.297055221
0.081170557;0.148151451;0.235132344;0.342113238;0.469094132;0.616075026;0.78305592;0.970036814;1.177017708;1.403998602;1.650979496
1.364088367;1.607676755;1.871265142;2.154853529;2.458441917;2.782030304;3.125618691;3.489207078;3.872795466;4.276383853;4.69997224
0.014345686;0.00039099;0.006436295;0.032481599;0.078526903;0.144572207;0.230617511;0.336662815;0.462708119;0.608753423;0.774798727
2.013551377;1.739752055;1.485952733;1.252153411;1.038354089;0.844554767;0.670755446;0.516956124;0.383156802;0.26935748;0.175558158
0.005677165;0.030746557;0.07581595;0.140885342;0.225954735;0.331024127;0.45609352;0.601162912;0.766232305;0.951301697;1.15637109
1.227584939;1.015992075;0.82439921;0.652806346;0.501213482;0.369620617;0.258027753;0.166434888;0.094842024;0.043249159;0.011656295
1.249661749;1.483238291;1.736814833;2.010391374;2.303967916;2.617544458;2.951120999;3.304697541;3.678274083;4.071850624;4.485427166
0.197525166;0.11863756;0.059749953;0.020862346;0.001974739;0.003087132;0.024199525;0.065311918;0.126424311;0.207536704;0.308649098
1.039191047;0.845309607;0.671428166;0.517546725;0.383665284;0.269783844;0.175902403;0.102020962;0.048139521;0.01425808;0.00037664
0.64184671;0.491616037;0.361385365;0.251154692;0.16092402;0.090693348;0.040462675;0.010232003;1.33E-06;0.009770658;0.039539985
0.366843652;0.255708413;0.164573174;0.093437936;0.042302697;0.011167458;3.22E-05;0.00889698;0.037761742;0.086626503;0.155491264
0.019798181;0.057939382;0.116080584;0.194221786;0.292362987;0.410504189;0.548645391;0.706786592;0.884927794;1.083068996;1.301210197
0.12229313;0.202233999;0.302174868;0.422115737;0.562056606;0.721997476;0.901938345;1.101879214;1.321820083;1.561760952;1.821701822
0.274710989;0.389536747;0.524362505;0.679188264;0.854014022;1.04883978;1.263665538;1.498491296;1.753317054;2.028142812;2.32296857
0.381487319;0.267957999;0.17442868;0.100899361;0.047370041;0.013840722;0.000311402;0.006782083;0.033252764;0.079723444;0.146194125
0.20023353;0.299728453;0.419223376;0.558718299;0.718213222;0.897708145;1.097203067;1.31669799;1.556192913;1.815687836;2.095182759
8.92E-05;0.008200651;0.036312139;0.084423628;0.152535117;0.240646606;0.348758094;0.476869583;0.624981072;0.793092561;0.981204049
0.059491019;0.020709457;0.001927896;0.003146334;0.024364772;0.065583211;0.126801649;0.208020088;0.309238526;0.430456965;0.571675403
5.4936891;5.034916699;4.596144297;4.177371896;3.778599495;3.399827094;3.041054693;2.702282292;2.383509891;2.08473749;1.805965089
0.023088773;0.063478753;0.123868733;0.204258714;0.304648694;0.425038674;0.565428655;0.725818635;0.906208615;1.106598596;1.326988576
0.540793411;0.403716096;0.286638782;0.189561467;0.112484153;0.055406838;0.018329524;0.001252209;0.004174895;0.027097581;0.070020266
0.334038744;0.228446574;0.142854404;0.077262234;0.031670064;0.006077894;0.000485724;0.014893554;0.049301384;0.103709214;0.178117045
0.21331155;0.315682877;0.438054204;0.580425531;0.742796858;0.925168185;1.127539511;1.349910838;1.592282165;1.854653492;2.137024819
0.183776757;0.108038374;0.052299991;0.016561609;0.000823226;0.005084843;0.02934646;0.073608078;0.137869695;0.222131312;0.326392929
3.781278041;3.402367869;3.043457698;2.704547526;2.385637354;2.086727183;1.807817011;1.548906839;1.309996668;1.091086496;0.892176324
0.905359963;0.725059152;0.564758342;0.424457531;0.304156721;0.20385591;0.123555099;0.063254289;0.022953478;0.002652667;0.002351857
0.292933076;0.194686491;0.116439907;0.058193323;0.019946738;0.001700154;0.003453569;0.025206985;0.066960401;0.128713816;0.210467232
0.006006741;0.000506107;0.015005474;0.04950484;0.104004207;0.178503573;0.27300294;0.387502306;0.522001673;0.676501039;0.851000406
2.412576931;2.733226376;3.07387582;3.434525264;3.815174708;4.215824153;4.636473597;5.077123041;5.537772486;6.01842193;6.519071374
2.661261104;2.344993661;2.048726219;1.772458776;1.516191333;1.27992389;1.063656448;0.867389005;0.691121562;0.53485412;0.398586677
0.922829346;1.12495736;1.347085374;1.589213388;1.851341403;2.133469417;2.435597431;2.757725445;3.099853459;3.461981474;3.844109488
1.53746983;1.299480328;1.081490825;0.883501323;0.705511821;0.547522319;0.409532817;0.291543315;0.193553812;0.11556431;0.057574808
5.803780007;5.331959293;4.88013858;4.448317866;4.036497152;3.644676438;3.272855724;2.92103501;2.589214296;2.277393583;1.985572869
0.890934299;1.089712932;1.308491564;1.547270196;1.806048828;2.08482746;2.383606092;2.702384725;3.041163357;3.399941989;3.778720621
1.444285589;1.213928722;1.003571855;0.813214988;0.64285812;0.492501253;0.362144386;0.251787519;0.161430652;0.091073785;0.040716918
0.056550034;0.018989532;0.00142903;0.003868528;0.026308026;0.068747523;0.131187021;0.213626519;0.316066017;0.438505515;0.580945013
1.149493098;1.37392193;1.618350762;1.882779593;2.167208425;2.471637257;2.796066089;3.140494921;3.504923753;3.889352584;4.293781416
1.029550448;1.242483978;1.475417509;1.72835104;2.001284571;2.294218101;2.607151632;2.940085163;3.293018694;3.665952224;4.058885755
1.213381942;1.443689176;1.693996411;1.964303646;2.254610881;2.564918115;2.89522535;3.245532585;3.615839819;4.006147054;4.416454289
0.000955213;0.017136518;0.053317822;0.109499126;0.185680431;0.281861735;0.39804304;0.534224344;0.690405649;0.866586953;1.062768257
0.924973805;1.127324922;1.349676039;1.592027156;1.854378273;2.13672939;2.439080507;2.761431624;3.103782741;3.466133858;3.848484975
1.41114626;1.183562905;0.97597955;0.788396196;0.620812841;0.473229487;0.345646132;0.238062777;0.150479423;0.082896068;0.035312714
6.760566503;6.250544714;5.760522926;5.290501138;4.84047935;4.410457562;4.000435774;3.610413986;3.240392198;2.89037041;2.560348622
0.61941697;0.786823065;0.974229161;1.181635256;1.409041351;1.656447446;1.923853541;2.211259637;2.518665732;2.846071827;3.193477922
1.658271339;1.41072357;1.1831758;0.975628031;0.788080261;0.620532492;0.472984722;0.345436953;0.237889183;0.150341414;0.082793644
1.610468209;1.366659761;1.142851313;0.939042865;0.755234417;0.591425968;0.44761752;0.323809072;0.220000624;0.136192176;0.072383727
0.692561132;0.536120617;0.399680101;0.283239585;0.186799069;0.110358553;0.053918038;0.017477522;0.001037006;0.00459649;0.028155975
0.258446776;0.370122097;0.501797419;0.653472741;0.825148062;1.016823384;1.228498706;1.460174027;1.711849349;1.983524671;2.275199992
0.144816319;0.07870684;0.032597361;0.006487883;0.000378404;0.014268925;0.048159447;0.102049968;0.175940489;0.269831011;0.383721532
0.048226209;0.014305276;0.000384343;0.00646341;0.032542477;0.078621544;0.144700611;0.230779678;0.336858745;0.462937812;0.609016879
1.129946748;0.927348841;0.744750934;0.582153028;0.439555121;0.316957215;0.214359308;0.131761401;0.069163495;0.026565588;0.003967681
0.016271871;0.000759622;0.005247373;0.029735125;0.074222876;0.138710627;0.223198378;0.327686129;0.452173881;0.596661632;0.761149383
2.181450385;1.896055708;1.63066103;1.385266353;1.159871676;0.954476998;0.769082321;0.603687644;0.458292966;0.332898289;0.227503612
0.015729961;0.000646133;0.005562304;0.030478476;0.075394647;0.140310819;0.225226991;0.330143162;0.455059334;0.599975505;0.764891677
2.410912895;2.110370602;1.829828309;1.569286016;1.328743723;1.10820143;0.907659137;0.727116844;0.56657455;0.426032257;0.305489964
0.301595385;0.421430786;0.561266187;0.721101589;0.90093699;1.100772391;1.320607793;1.560443194;1.820278595;2.100113997;2.399949398
0.577835996;0.739867045;0.921898094;1.123929143;1.345960192;1.587991241;1.85002229;2.132053339;2.434084388;2.756115437;3.098146486
13.99537979;13.25717181;12.53896382;11.84075583;11.16254785;10.50433986;9.866131873;9.247923886;8.649715899;8.071507912;7.513299925
0.006912661;0.000284178;0.013655696;0.047027214;0.100398731;0.173770249;0.267141766;0.380513284;0.513884802;0.667256319;0.840627837
0.637167288;0.48752177;0.357876251;0.248230733;0.158585215;0.088939696;0.039294178;0.00964866;3.14E-06;0.010357623;0.040712105
1.291790624;1.074476689;0.877162754;0.69984882;0.542534885;0.40522095;0.287907015;0.19059308;0.113279145;0.055965211;0.018651276
0.000263068;0.007019193;0.033775318;0.080531444;0.147287569;0.234043694;0.340799819;0.467555944;0.614312069;0.781068194;0.96782432
1.034008417;0.840636008;0.667263599;0.513891191;0.380518782;0.267146373;0.173773964;0.100401555;0.047029146;0.013656737;0.000284329
0.75509935;0.591306444;0.447513539;0.323720633;0.219927728;0.136134822;0.072341917;0.028549012;0.004756106;0.000963201;0.017170295
0.081008255;0.034084357;0.007160458;0.00023656;0.013312662;0.046388763;0.099464865;0.172540966;0.265617068;0.378693169;0.511769271
0.319556214;0.216497607;0.133439;0.070380394;0.027321787;0.00426318;0.001204574;0.018145967;0.05508736;0.112028753;0.188970147
0.217093324;0.133906775;0.070720226;0.027533676;0.004347127;0.001160578;0.017974029;0.054787479;0.11160093;0.188414381;0.285227832
6.908759385;6.393069006;5.897378626;5.421688246;4.965997866;4.530307486;4.114617107;3.718926727;3.343236347;2.987545967;2.651855587
0.058243111;0.116510331;0.19477755;0.293044769;0.411311988;0.549579208;0.707846427;0.886113646;1.084380865;1.302648085;1.540915304
0.35521155;0.484410804;0.633610057;0.802809311;0.992008564;1.201207817;1.430407071;1.679606324;1.948805578;2.238004831;2.547204085
0.289216362;0.191658682;0.114101003;0.056543323;0.018985643;0.001427963;0.003870283;0.026312603;0.068754924;0.131197244;0.213639564
0.656879045;0.504782895;0.372686745;0.260590596;0.168494446;0.096398296;0.044302146;0.012205996;0.000109846;0.008013696;0.035917546
0.877076227;0.699771531;0.542466835;0.405162139;0.287857443;0.190552748;0.113248052;0.055943356;0.01863866;0.001333965;0.004029269
0.001733446;0.003406512;0.025079579;0.066752645;0.128425712;0.210098778;0.311771845;0.433444911;0.575117978;0.736791044;0.918464111
0.317336333;0.44000156;0.582666787;0.745332014;0.92799724;1.130662467;1.353327694;1.595992921;1.858658148;2.141323374;2.443988601
3.108821965;2.76618493;2.443547895;2.14091086;1.858273824;1.595636789;1.352999754;1.130362719;0.927725683;0.745088648;0.582451613
0.022605006;0.002535083;0.002465161;0.022395239;0.062325316;0.122255394;0.202185471;0.302115549;0.422045627;0.561975704;0.721905782
0.133599653;0.216702225;0.319804798;0.44290737;0.586009943;0.749112515;0.932215088;1.13531766;1.358420233;1.601522806;1.864625378
0.069548466;0.02680438;0.004060293;0.001316207;0.018572121;0.055828035;0.113083948;0.190339862;0.287595776;0.40485169;0.542107604
0.091702439;0.041137618;0.010572797;7.98E-06;0.009443154;0.038878333;0.088313512;0.157748691;0.24718387;0.356619049;0.486054228
2.591843339;2.279859281;1.987875223;1.715891165;1.463907107;1.23192305;1.019938992;0.827954934;0.655970876;0.503986818;0.37200276
0.341917701;0.234970242;0.148022784;0.081075326;0.034127867;0.007180409;0.00023295;0.013285492;0.046338033;0.099390575;0.172443116
1.572650896;1.331840139;1.111029382;0.910218625;0.729407868;0.568597111;0.427786354;0.306975597;0.20616484;0.125354083;0.064543326
5.01E-07;0.009858905;0.039717308;0.089575712;0.159434115;0.249292518;0.359150922;0.489009325;0.638867729;0.808726132;0.998584536
0.5104321;0.377543038;0.264653977;0.171764915;0.098875853;0.045986791;0.013097729;0.000208667;0.007319605;0.034430543;0.081541481
0.03073503;0.005672212;0.000609394;0.015546577;0.050483759;0.105420941;0.180358123;0.275295306;0.390232488;0.52516967;0.680106853
0.353529572;0.244612866;0.155696161;0.086779455;0.037862749;0.008946044;2.93E-05;0.011112633;0.042195927;0.093279221;0.164362516
0.156312185;0.245384856;0.354457528;0.4835302;0.632602871;0.801675543;0.990748214;1.199820886;1.428893558;1.677966229;1.947038901
0.657399126;0.829559433;1.02171974;1.233880046;1.466040353;1.71820066;1.990360966;2.282521273;2.59468158;2.926841886;3.279002193
6.236074689;5.746632012;5.277189335;4.827746658;4.398303981;3.988861304;3.599418627;3.22997595;2.880533273;2.551090596;2.241647919
1.211559915;1.00141815;0.811276385;0.64113462;0.490992856;0.360851091;0.250709326;0.160567561;0.090425797;0.040284032;0.010142267
0.564408659;0.724662931;0.904917203;1.105171476;1.325425748;1.56568002;1.825934293;2.106188565;2.406442837;2.72669711;3.066951382
0.012357861;0.044591044;0.096824228;0.169057411;0.261290594;0.373523778;0.505756961;0.657990144;0.830223328;1.022456511;1.234689694
0.469882946;0.616978963;0.78407498;0.971170997;1.178267014;1.405363031;1.652459048;1.919555065;2.206651082;2.513747099;2.840843116
7.283577299;6.753815229;6.24405316;5.75429109;5.28452902;4.83476695;4.405004881;3.995242811;3.605480741;3.235718671;2.885956601
3.284840797;2.932358202;2.599875607;2.287393011;1.994910416;1.722427821;1.469945225;1.23746263;1.024980035;0.83249744;0.660014844
0.055156844;0.018185856;0.001214867;0.004243878;0.02727289;0.070301901;0.133330912;0.216359924;0.319388935;0.442417946;0.585446958
1.088253845;0.889615033;0.710976222;0.55233741;0.413698598;0.295059786;0.196420974;0.117782162;0.05914335;0.020504539;0.001865727
0.007337645;0.000205634;0.013073624;0.045941613;0.098809603;0.171677592;0.264545582;0.377413572;0.510281561;0.663149551;0.83601754
0.00056421;0.005813589;0.031062968;0.076312347;0.141561726;0.226811105;0.332060484;0.457309862;0.602559241;0.76780862;0.953057999
0.083291598;0.151012166;0.238732733;0.346453301;0.474173868;0.621894436;0.789615003;0.977335571;1.185056139;1.412776706;1.660497274
0.008952427;0.037875881;0.086799334;0.155722788;0.244646241;0.353569695;0.482493148;0.631416602;0.800340055;0.989263509;1.198186962
4.626402933;4.20622144;3.806039946;3.425858453;3.065676959;2.725495466;2.405313972;2.105132479;1.824950985;1.564769492;1.324587998
